image,config,CL,Q_BRISQUE,Q_NIQE
14.png,w/o QAT (post-quant),1.8008325981285174,24.70574951171875,3.7375477802891464
14.png,Full (DT--QAT),1.9627946080814422,27.79034423828125,3.7482436059576796
146.png,w/o Rich teacher,1.067142226943157,8.43853759765625,7.170889350861269
146.png,w/o trajectory selection,0.8698999241097604,7.4390869140625,7.438982639030729
146.png,w/o QAT (post-quant),1.5907903686147542,15.1705322265625,7.250569938838562
146.png,Full (DT--QAT),1.0558189361275216,8.43853759765625,7.170889350861269
15.png,w/o Rich teacher,1.589200218742518,16.8385009765625,3.9481034138912654
15.png,w/o trajectory selection,1.4310273085303076,19.75390625,4.081208357588073
15.png,w/o QAT (post-quant),1.803647724060948,18.4501953125,3.9543538495787507
15.png,Full (DT--QAT),1.8982511278573455,19.1197509765625,3.9058265925935443
16.png,w/o Rich teacher,1.5799506615154195,23.48309326171875,3.8938834499191604
16.png,w/o trajectory selection,1.427353684929889,27.96112060546875,3.961038643629069
16.png,w/o QAT (post-quant),1.8101143457696187,25.172119140625,3.7558527361668474
16.png,Full (DT--QAT),2.030010568047155,26.9404296875,3.8421782077689284
17.png,w/o Rich teacher,1.4748755604489296,16.5086669921875,3.750399549945736
17.png,w/o trajectory selection,1.3732249097725486,16.47259521484375,3.7939438887032937
17.png,w/o QAT (post-quant),1.760052840354703,12.12457275390625,3.5451916438886357
17.png,Full (DT--QAT),1.581485255902495,12.9776611328125,3.637967325717762
179.png,w/o Rich teacher,1.2980245023217156,11.60345458984375,5.848101070613107
179.png,w/o trajectory selection,0.9713290678378265,8.2379150390625,5.696627631037809
179.png,w/o QAT (post-quant),1.6751944855252812,16.5142822265625,5.878637808632657
179.png,Full (DT--QAT),1.0837509166672366,9.46185302734375,5.705581749405214
18.png,w/o Rich teacher,1.5629208462108934,16.20458984375,3.302639244620267
18.png,w/o trajectory selection,1.4525693903041688,24.68817138671875,3.2107168036976717
18.png,w/o QAT (post-quant),1.8106129458911198,17.35748291015625,3.1093973190337505
18.png,Full (DT--QAT),1.8280000763646973,19.375244140625,3.098794714538482
19.png,w/o Rich teacher,1.5891947718228312,9.30279541015625,3.81907664270653
19.png,w/o trajectory selection,1.504020754085897,14.4580078125,3.6456369980266357
19.png,w/o QAT (post-quant),1.8615669073049488,11.392333984375,3.5978605307013947
19.png,Full (DT--QAT),2.032466276391629,12.12548828125,3.696051599287234
2.png,w/o Rich teacher,1.4270898212143808,19.87567138671875,3.7964459618682027
2.png,w/o trajectory selection,1.4257938295444308,19.87567138671875,3.7964459618682027
2.png,w/o QAT (post-quant),1.7888884706011123,12.45916748046875,3.718897934137529
2.png,Full (DT--QAT),1.656948200774114,14.35711669921875,3.776077049158915
20.png,w/o Rich teacher,1.4760283913328531,12.300048828125,3.25440465044026
20.png,w/o trajectory selection,1.446675539037157,11.7603759765625,3.2631932858955044
20.png,w/o QAT (post-quant),1.8116629574992114,11.36224365234375,3.304444508545368
20.png,Full (DT--QAT),1.7872225345999064,7.44354248046875,3.396646950732983
21.png,w/o Rich teacher,0.5176563163566236,16.998291015625,3.3571202927396073
21.png,w/o trajectory selection,0.7622060591695147,14.4111328125,3.3117381447764056
21.png,w/o QAT (post-quant),1.407713960860866,11.72393798828125,3.1121097496158323
21.png,Full (DT--QAT),0.9192017128657455,13.20550537109375,3.2263982880848534
22.png,w/o Rich teacher,0.4345636978924563,12.51983642578125,6.44400878291077
22.png,w/o trajectory selection,0.5417991055379267,11.40557861328125,6.722797514303399
22.png,w/o QAT (post-quant),1.1771565175787124,12.24188232421875,6.9015997804151015
22.png,Full (DT--QAT),0.7018258530935897,11.64862060546875,6.6679915211953364
23.png,w/o Rich teacher,0.8340122881519925,16.049072265625,7.283961961874728
23.png,w/o trajectory selection,0.813249905069719,8.48828125,7.932918313415076
23.png,w/o QAT (post-quant),1.4166995698070088,23.26690673828125,7.556077774128726
23.png,Full (DT--QAT),0.8438392678259646,16.049072265625,7.283961961874728
