image,config,CL,Q_BRISQUE,Q_NIQE
黑夜7\26.png,w/o Rich teacher,1.4867605192725604,8.2281494140625,3.57995901359896
黑夜7\26.png,w/o trajectory selection,1.6263261415130779,5.0120849609375,3.5911749912477697
黑夜7\26.png,w/o QAT (post-quant),1.9995752345147118,8.65924072265625,3.4892877612988804
黑夜7\26.png,Full (DT--QAT),1.9753917307265023,8.53045654296875,3.49746855545071
黑夜7\27.png,w/o Rich teacher,0.1,1.9189453125,2.965329335357993
黑夜7\27.png,w/o trajectory selection,0.1,1.9189453125,2.965329335357993
黑夜7\27.png,w/o QAT (post-quant),0.1,1.9189453125,2.965329335357993
黑夜7\27.png,Full (DT--QAT),0.1,1.9189453125,2.965329335357993
黑夜7\28.png,w/o Rich teacher,0.8432133444054051,2.3819580078125,3.8110419650440974
黑夜7\28.png,w/o trajectory selection,1.2025106682410311,10.97015380859375,4.036965016035884
黑夜7\28.png,w/o QAT (post-quant),1.6384071197524306,12.92303466796875,3.683838056151764
黑夜7\28.png,Full (DT--QAT),1.2395353573834589,14.629638671875,3.8563009732387976
黑夜7\29.png,w/o Rich teacher,0.9254825846845034,4.60321044921875,3.7270475098660385
黑夜7\29.png,w/o trajectory selection,1.2479973054811566,14.07855224609375,3.832229476631163
黑夜7\29.png,w/o QAT (post-quant),1.6572207388547053,12.32904052734375,3.809026037916978
黑夜7\29.png,Full (DT--QAT),1.2960044666931436,12.72393798828125,3.773091807589362
黑夜7\30.png,w/o Rich teacher,0.9049858769920591,13.6893310546875,3.5878296607752143
黑夜7\30.png,w/o trajectory selection,1.0244745836130325,13.1837158203125,3.5665875094865362
黑夜7\30.png,w/o QAT (post-quant),1.6009551257417982,11.63226318359375,3.5480923620653546
黑夜7\30.png,Full (DT--QAT),1.061491770572876,12.995849609375,3.5743770972430715
